actor,date,all_total,all_committed,all_paid,all_pc_paid,ngo_total,ngo_committed,ngo_paid,ngo_pc_paid,ngo_pc_of_total,ngo_pc_of_paid
occupied Palestinian territory Humanitarian Fund,11/2/2020,6475557,0,6475557,1,1425557,0,1425557,1,0.220144306,0.220144306
occupied Palestinian territory Humanitarian Fund,11/9/2020,10596750,0,10596750,1,5546750,0,5546750,1,0.52343879,0.52343879
occupied Palestinian territory Humanitarian Fund,11/16/2020,11977567,0,11977567,1,6927567,0,6927567,1,0.57837848,0.57837848
occupied Palestinian territory Humanitarian Fund,11/23/2020,12303372,0,12303372,1,7253372,0,7253372,1,0.589543419,0.589543419
occupied Palestinian territory Humanitarian Fund,11/30/2020,12303372,0,12303372,1,7253372,0,7253372,1,0.589543419,0.589543419
occupied Palestinian territory Humanitarian Fund,12/7/2020,12303372,0,12303372,1,7253372,0,7253372,1,0.589543419,0.589543419
occupied Palestinian territory Humanitarian Fund,12/14/2020,13012973,0,13012973,1,7962973,0,7962973,1,0.61192573,0.61192573
occupied Palestinian territory Humanitarian Fund,12/21/2020,13012973,0,13012973,1,7962973,0,7962973,1,0.61192573,0.61192573
occupied Palestinian territory Humanitarian Fund,12/28/2020,13012973,0,13012973,1,7962973,0,7962973,1,0.61192573,0.61192573
occupied Palestinian territory Humanitarian Fund,12/31/2020,13012973,0,13012973,1,7962973,0,7962973,1,0.61192573,0.61192573
occupied Palestinian territory Humanitarian Fund,12/30/2020,13012973,0,13012973,1,7962973,0,7962973,1,0.61192573,0.61192573
"Qatar, Government of",1/6/2020,0,0,0,0,0,0,0,0,0,0
"Qatar, Government of",1/13/2020,0,0,0,0,0,0,0,0,0,0
"Qatar, Government of",1/20/2020,0,0,0,0,0,0,0,0,0,0
"Qatar, Government of",1/27/2020,0,0,0,0,0,0,0,0,0,0
"Qatar, Government of",2/3/2020,0,0,0,0,0,0,0,0,0,0
"Qatar, Government of",2/10/2020,0,0,0,0,0,0,0,0,0,0
"Qatar, Government of",2/17/2020,0,0,0,0,0,0,0,0,0,0
"Qatar, Government of",2/24/2020,0,0,0,0,0,0,0,0,0,0
"Qatar, Government of",3/2/2020,0,0,0,0,0,0,0,0,0,0
"Qatar, Government of",3/9/2020,0,0,0,0,0,0,0,0,0,0
"Qatar, Government of",3/16/2020,0,0,0,0,0,0,0,0,0,0
"Qatar, Government of",3/23/2020,0,0,0,0,0,0,0,0,0,0
"Qatar, Government of",3/30/2020,0,0,0,0,0,0,0,0,0,0
"Qatar, Government of",4/6/2020,5000000,5000000,0,0,0,0,0,0,0,0
"Qatar, Government of",4/13/2020,5000000,5000000,0,0,0,0,0,0,0,0
"Qatar, Government of",4/20/2020,5000000,5000000,0,0,0,0,0,0,0,0
"Qatar, Government of",4/27/2020,5000000,5000000,0,0,0,0,0,0,0,0
"Qatar, Government of",5/4/2020,5000000,5000000,0,0,0,0,0,0,0,0
"Qatar, Government of",5/11/2020,5000000,5000000,0,0,0,0,0,0,0,0
"Qatar, Government of",5/18/2020,5000000,5000000,0,0,0,0,0,0,0,0
"Qatar, Government of",5/25/2020,5000000,5000000,0,0,0,0,0,0,0,0
"Qatar, Government of",6/1/2020,5000000,5000000,0,0,0,0,0,0,0,0
"Qatar, Government of",6/8/2020,5000000,5000000,0,0,0,0,0,0,0,0
"Qatar, Government of",6/15/2020,5799709,5799709,0,0,799709,799709,0,0,0.13788778,0
"Qatar, Government of",6/22/2020,5799709,5799709,0,0,799709,799709,0,0,0.13788778,0
"Qatar, Government of",6/29/2020,5799709,5799709,0,0,799709,799709,0,0,0.13788778,0
"Qatar, Government of",7/6/2020,5799709,5799709,0,0,799709,799709,0,0,0.13788778,0
"Qatar, Government of",7/13/2020,5799709,5799709,0,0,799709,799709,0,0,0.13788778,0
"Qatar, Government of",7/20/2020,5799709,5799709,0,0,799709,799709,0,0,0.13788778,0
"Qatar, Government of",7/27/2020,5799709,5799709,0,0,799709,799709,0,0,0.13788778,0
"Qatar, Government of",8/3/2020,5799709,5799709,0,0,799709,799709,0,0,0.13788778,0
"Qatar, Government of",8/10/2020,5799709,5799709,0,0,799709,799709,0,0,0.13788778,0
"Qatar, Government of",8/17/2020,5799709,5799709,0,0,799709,799709,0,0,0.13788778,0
"Qatar, Government of",8/24/2020,5799709,5799709,0,0,799709,799709,0,0,0.13788778,0
"Qatar, Government of",8/31/2020,5799709,5799709,0,0,799709,799709,0,0,0.13788778,0
"Qatar, Government of",9/7/2020,5799709,5799709,0,0,799709,799709,0,0,0.13788778,0
"Qatar, Government of",9/14/2020,5799709,5799709,0,0,799709,799709,0,0,0.13788778,0
"Qatar, Government of",9/21/2020,5799709,5799709,0,0,799709,799709,0,0,0.13788778,0
"Qatar, Government of",9/28/2020,5799709,5799709,0,0,799709,799709,0,0,0.13788778,0
"Qatar, Government of",10/5/2020,5799709,5799709,0,0,799709,799709,0,0,0.13788778,0
"Qatar, Government of",10/12/2020,30632831,5799709,24833122,0.81067016,799709,799709,0,0,0.026106271,0
"Qatar, Government of",10/19/2020,30632831,5799709,24833122,0.81067016,799709,799709,0,0,0.026106271,0
"Qatar, Government of",10/26/2020,30632831,5799709,24833122,0.81067016,799709,799709,0,0,0.026106271,0
"Qatar, Government of",11/2/2020,30632831,5799709,24833122,0.81067016,799709,799709,0,0,0.026106271,0
"Qatar, Government of",11/9/2020,30632831,5799709,24833122,0.81067016,799709,799709,0,0,0.026106271,0
"Qatar, Government of",11/16/2020,30632831,5799709,24833122,0.81067016,799709,799709,0,0,0.026106271,0
"Qatar, Government of",11/23/2020,30632831,5799709,24833122,0.81067016,799709,799709,0,0,0.026106271,0
"Qatar, Government of",11/30/2020,30632831,5799709,24833122,0.81067016,799709,799709,0,0,0.026106271,0
"Qatar, Government of",12/7/2020,30632831,5799709,24833122,0.81067016,799709,799709,0,0,0.026106271,0
"Qatar, Government of",12/14/2020,30632831,5799709,24833122,0.81067016,799709,799709,0,0,0.026106271,0
"Qatar, Government of",12/21/2020,30632831,5799709,24833122,0.81067016,799709,799709,0,0,0.026106271,0
"Qatar, Government of",12/28/2020,30632831,5799709,24833122,0.81067016,799709,799709,0,0,0.026106271,0
"Qatar, Government of",12/31/2020,30632831,5799709,24833122,0.81067016,799709,799709,0,0,0.026106271,0
"Qatar, Government of",12/30/2020,30632831,5799709,24833122,0.81067016,799709,799709,0,0,0.026106271,0
"Singapore, Government of",1/6/2020,0,0,0,0,0,0,0,0,0,0
"Singapore, Government of",1/13/2020,0,0,0,0,0,0,0,0,0,0
"Singapore, Government of",1/20/2020,0,0,0,0,0,0,0,0,0,0
"Singapore, Government of",1/27/2020,0,0,0,0,0,0,0,0,0,0
"Singapore, Government of",2/3/2020,0,0,0,0,0,0,0,0,0,0
"Singapore, Government of",2/10/2020,0,0,0,0,0,0,0,0,0,0
"Singapore, Government of",2/17/2020,0,0,0,0,0,0,0,0,0,0
"Singapore, Government of",2/24/2020,0,0,0,0,0,0,0,0,0,0
"Singapore, Government of",3/2/2020,0,0,0,0,0,0,0,0,0,0
"Singapore, Government of",3/9/2020,0,0,0,0,0,0,0,0,0,0
"Singapore, Government of",3/16/2020,0,0,0,0,0,0,0,0,0,0
"Singapore, Government of",3/23/2020,0,0,0,0,0,0,0,0,0,0
"Singapore, Government of",3/30/2020,0,0,0,0,0,0,0,0,0,0
"Singapore, Government of",4/6/2020,0,0,0,0,0,0,0,0,0,0
"Singapore, Government of",4/13/2020,0,0,0,0,0,0,0,0,0,0
"Singapore, Government of",4/20/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",4/27/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",5/4/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",5/11/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",5/18/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",5/25/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",6/1/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",6/8/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",6/15/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",6/22/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",6/29/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",7/6/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",7/13/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",7/20/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",7/27/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",8/3/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",8/10/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",8/17/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",8/24/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",8/31/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",9/7/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",9/14/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",9/21/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",9/28/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",10/5/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",10/12/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",10/19/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",10/26/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",11/2/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",11/9/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",11/16/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",11/23/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",11/30/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",12/7/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",12/14/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",12/21/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",12/28/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",12/31/2020,500000,500000,0,0,0,0,0,0,0,0
"Singapore, Government of",12/30/2020,500000,500000,0,0,0,0,0,0,0,0
"Lithuania, Government of",1/6/2020,0,0,0,0,0,0,0,0,0,0
"Lithuania, Government of",1/13/2020,0,0,0,0,0,0,0,0,0,0
"Lithuania, Government of",1/20/2020,0,0,0,0,0,0,0,0,0,0
"Lithuania, Government of",1/27/2020,0,0,0,0,0,0,0,0,0,0
"Lithuania, Government of",2/3/2020,0,0,0,0,0,0,0,0,0,0
"Lithuania, Government of",2/10/2020,0,0,0,0,0,0,0,0,0,0
"Lithuania, Government of",2/17/2020,0,0,0,0,0,0,0,0,0,0
"Lithuania, Government of",2/24/2020,0,0,0,0,0,0,0,0,0,0
"Lithuania, Government of",3/2/2020,0,0,0,0,0,0,0,0,0,0
"Lithuania, Government of",3/9/2020,0,0,0,0,0,0,0,0,0,0
"Lithuania, Government of",3/16/2020,0,0,0,0,0,0,0,0,0,0
"Lithuania, Government of",3/23/2020,113122,113122,0,0,0,0,0,0,0,0
"Lithuania, Government of",3/30/2020,113122,113122,0,0,0,0,0,0,0,0
"Lithuania, Government of",4/6/2020,113122,113122,0,0,0,0,0,0,0,0
"Lithuania, Government of",4/13/2020,223498,223498,0,0,110376,110376,0,0,0.493856768,0
"Lithuania, Government of",4/20/2020,223498,223498,0,0,110376,110376,0,0,0.493856768,0
"Lithuania, Government of",4/27/2020,332668,332668,0,0,219546,219546,0,0,0.659955271,0
"Lithuania, Government of",5/4/2020,332668,332668,0,0,219546,219546,0,0,0.659955271,0
"Lithuania, Government of",5/11/2020,332668,332668,0,0,219546,219546,0,0,0.659955271,0
"Lithuania, Government of",5/18/2020,332668,332668,0,0,219546,219546,0,0,0.659955271,0
"Lithuania, Government of",5/25/2020,332668,332668,0,0,219546,219546,0,0,0.659955271,0
"Lithuania, Government of",6/1/2020,332668,332668,0,0,219546,219546,0,0,0.659955271,0
"Lithuania, Government of",6/8/2020,332668,332668,0,0,219546,219546,0,0,0.659955271,0
"Lithuania, Government of",6/15/2020,427644,427644,0,0,314522,314522,0,0,0.735476237,0
"Lithuania, Government of",6/22/2020,427644,427644,0,0,314522,314522,0,0,0.735476237,0
"Lithuania, Government of",6/29/2020,427644,427644,0,0,314522,314522,0,0,0.735476237,0
"Lithuania, Government of",7/6/2020,483635,483635,0,0,370513,370513,0,0,0.766100468,0
"Lithuania, Government of",7/13/2020,483635,483635,0,0,370513,370513,0,0,0.766100468,0
"Lithuania, Government of",7/20/2020,483635,483635,0,0,370513,370513,0,0,0.766100468,0
"Lithuania, Government of",7/27/2020,483635,483635,0,0,370513,370513,0,0,0.766100468,0
"Lithuania, Government of",8/3/2020,483635,483635,0,0,370513,370513,0,0,0.766100468,0
"Lithuania, Government of",8/10/2020,483635,483635,0,0,370513,370513,0,0,0.766100468,0
"Lithuania, Government of",8/17/2020,483635,483635,0,0,370513,370513,0,0,0.766100468,0
"Lithuania, Government of",8/24/2020,483635,483635,0,0,370513,370513,0,0,0.766100468,0
"Lithuania, Government of",8/31/2020,483635,483635,0,0,370513,370513,0,0,0.766100468,0
"Lithuania, Government of",9/7/2020,483635,483635,0,0,370513,370513,0,0,0.766100468,0
"Lithuania, Government of",9/14/2020,483635,483635,0,0,370513,370513,0,0,0.766100468,0
"Lithuania, Government of",9/21/2020,483635,483635,0,0,370513,370513,0,0,0.766100468,0
"Lithuania, Government of",9/28/2020,483635,483635,0,0,370513,370513,0,0,0.766100468,0
"Lithuania, Government of",10/5/2020,483635,483635,0,0,370513,370513,0,0,0.766100468,0
"Lithuania, Government of",10/12/2020,483635,483635,0,0,370513,370513,0,0,0.766100468,0
"Lithuania, Government of",10/19/2020,483635,483635,0,0,370513,370513,0,0,0.766100468,0
"Lithuania, Government of",10/26/2020,483635,483635,0,0,370513,370513,0,0,0.766100468,0
"Lithuania, Government of",11/2/2020,483635,483635,0,0,370513,370513,0,0,0.766100468,0
"Lithuania, Government of",11/9/2020,483635,483635,0,0,370513,370513,0,0,0.766100468,0
"Lithuania, Government of",11/16/2020,483635,483635,0,0,370513,370513,0,0,0.766100468,0
"Lithuania, Government of",11/23/2020,483635,483635,0,0,370513,370513,0,0,0.766100468,0
"Lithuania, Government of",11/30/2020,483635,483635,0,0,370513,370513,0,0,0.766100468,0
"Lithuania, Government of",12/7/2020,483635,483635,0,0,370513,370513,0,0,0.766100468,0
"Lithuania, Government of",12/14/2020,483635,483635,0,0,370513,370513,0,0,0.766100468,0
"Lithuania, Government of",12/21/2020,483635,483635,0,0,370513,370513,0,0,0.766100468,0
"Lithuania, Government of",12/28/2020,483635,483635,0,0,370513,370513,0,0,0.766100468,0
"Lithuania, Government of",12/31/2020,483635,483635,0,0,370513,370513,0,0,0.766100468,0
"Lithuania, Government of",12/30/2020,483635,483635,0,0,370513,370513,0,0,0.766100468,0
Private (individuals & organizations),1/6/2020,26272,0,26272,1,0,0,0,0,0,0
Private (individuals & organizations),1/13/2020,26272,0,26272,1,0,0,0,0,0,0
Private (individuals & organizations),1/20/2020,26272,0,26272,1,0,0,0,0,0,0
Private (individuals & organizations),1/27/2020,26272,0,26272,1,0,0,0,0,0,0
Private (individuals & organizations),2/3/2020,26272,0,26272,1,0,0,0,0,0,0
Private (individuals & organizations),2/10/2020,26272,0,26272,1,0,0,0,0,0,0
Private (individuals & organizations),2/17/2020,26272,0,26272,1,0,0,0,0,0,0
Private (individuals & organizations),2/24/2020,26272,0,26272,1,0,0,0,0,0,0
Private (individuals & organizations),3/2/2020,26272,0,26272,1,0,0,0,0,0,0
Private (individuals & organizations),3/9/2020,26272,0,26272,1,0,0,0,0,0,0
Private (individuals & organizations),3/16/2020,26272,0,26272,1,0,0,0,0,0,0
Private (individuals & organizations),3/23/2020,26272,0,26272,1,0,0,0,0,0,0
Private (individuals & organizations),3/30/2020,26272,0,26272,1,0,0,0,0,0,0
Private (individuals & organizations),4/6/2020,2399681,0,2399681,1,54585,0,54585,1,0.022746773,0.022746773
Private (individuals & organizations),4/13/2020,2399681,0,2399681,1,54585,0,54585,1,0.022746773,0.022746773
Private (individuals & organizations),4/20/2020,4077424,0,4077424,1,54585,0,54585,1,0.013387129,0.013387129
Private (individuals & organizations),4/27/2020,7746205,0,7746205,1,3607637,0,3607637,1,0.465729606,0.465729606
Private (individuals & organizations),5/4/2020,12343065,0,12343065,1,3607637,0,3607637,1,0.292280483,0.292280483
Private (individuals & organizations),5/11/2020,12613065,0,12613065,1,3607637,0,3607637,1,0.286023817,0.286023817
Private (individuals & organizations),5/18/2020,13146714,0,13146714,1,3989908,0,3989908,1,0.303490895,0.303490895
Private (individuals & organizations),5/25/2020,13146714,0,13146714,1,3989908,0,3989908,1,0.303490895,0.303490895
Private (individuals & organizations),6/1/2020,23324929,0,23324929,1,3989908,0,3989908,1,0.17105767,0.17105767
